Município,UF,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Ano,ARRECADAÇÃO,Arrecadação
ITIRAPINA,SP,3227901.66,14473785.35,25774978.5,28373623.79,34838710.08,44643214.87,52710384.24,68563366.02,84357051.93,94813631.39,73404270.83,65529980.34,75980235.42,2017,,
ITIRAPUA,SP,240084.3,267212.15,358392.54,429982.04,427998.89,509497.85,485979.03,637307.86,985476.28,1531455.87,1611244.38,1656685.1,1605242.44,2017,,
ITIRUCU,BA,352326.97,314215.95,371922.53,401306.35,394215.25,431289.64,617703.04,999438.56,1073877.18,1435423.79,1518843.21,1616938.15,1601889.12,2017,,
ITIUBA,BA,506013.38,517718.88,463659.86,476738.14,520625.91,614350.47,690704.35,1520291.83,1671594.46,1949066.25,2113812.3,2094138.95,2504212.66,2017,,
ITOBI,SP,407723.63,439208.43,614617.84,536056.3,720270.86,678497.11,844357.29,1463741.43,1793589.23,2093201.9,2278075.87,2399893.13,2401085.86,2017,,
ITORORO,BA,501059.2,509969.91,379259.13,451016.11,432259.31,479819.11,615476.67,1264814.18,1925285.18,2432385.21,2605289.94,2231493.06,2949474.87,2017,,
ITU,SP,301087152.84,321711939.3,409666259.89,420363511.12,427158340.24,421949818.87,1175294646.29,614977102.18,832209257.46,819311577.14,792460963.91,870378437.77,1087479077.67,2017,,
ITUACU,BA,462380.73,653968.05,641121.49,1204498.13,979669.49,1183188.79,957533.86,2885149.91,2180049.68,2577618.8,2553406.23,2197358.77,2025834.05,2017,,
ITUBERA,BA,2259751.54,2472816.22,4662581.0,3088321.25,3056476.68,3961834.5,8207701.56,9331753.31,11133720.86,8929858.02,7466953.38,8064316.86,8849831.95,2017,,
ITUETA,MG,357056.46,488008.85,369369.41,262838.34,353241.41,454077.78,439311.91,781322.82,938582.97,1022169.87,1168319.77,1091181.94,1060796.76,2017,,
ITUIUTABA,MG,30468283.85,24687932.5,30948353.59,38323408.3,43626167.88,46266168.31,60012776.45,66995731.8,82029737.1,90848587.4,94693776.71,100214077.74,100781699.04,2017,,
ITUMBIARA,GO,36655223.28,39018212.34,47702189.95,68619088.12,66487021.63,78139400.45,95074954.84,129040518.95,138062137.86,141907088.06,136655802.17,144324805.73,149164284.2,2017,,
ITUMIRIM,MG,203560.38,227328.58,166879.23,159123.76,109362.46,174990.55,150678.54,349181.75,513936.68,632691.83,608672.44,726737.02,844687.9,2017,,
ITUPEVA,SP,61945598.95,74879370.73,113179008.17,137903650.57,171413521.02,216994340.98,249831078.99,282011800.92,359623693.08,436492511.76,443497972.84,498578103.08,514032208.67,2017,,
ITUPIRANGA,PA,315327.96,354054.38,503729.02,716054.99,888139.48,1138498.32,1697367.57,2291243.92,2751945.77,4111568.13,4290612.95,4321140.46,4389017.09,2017,,
ITUPORANGA,SC,3956075.98,4556634.93,4313670.2,5938773.84,7904571.47,10049214.72,12649042.57,22790271.35,29211928.81,42404752.84,36005481.14,43444731.0,45860636.37,2017,,
ITURAMA,MG,7522674.46,8601080.57,11918724.04,14797510.22,13772152.69,14423773.06,15553892.38,22988062.62,30074771.95,35597579.25,38952230.41,45744852.26,49336549.58,2017,,
ITUTINGA,MG,132544.27,125871.87,159859.04,167005.28,197093.75,224110.05,269820.41,483970.46,570292.83,621645.73,730576.01,937954.84,1135897.21,2017,,
ITUVERAVA,SP,16440640.59,13978820.03,14622270.72,18040137.08,18353868.79,23869868.81,39582005.43,38894274.54,54940153.51,53866054.81,98389005.75,110957901.21,86809121.01,2017,,
IUIU,BA,384759.44,368240.8,460739.46,473481.68,401271.84,334179.75,443634.78,557494.05,533970.86,636734.18,712167.24,805733.08,925159.37,2017,,
IUNA,ES,1856974.56,1732866.58,1979628.77,2554551.29,2674804.52,2577508.54,3633359.59,7347569.45,7983517.19,9983765.52,11102279.29,11065707.46,10838000.88,2017,,
IVAI,PR,794264.29,821908.55,994614.72,1356821.05,1399977.44,1285773.58,3199521.13,5751892.05,7001740.02,7332315.28,6928485.32,5725878.92,16273947.43,2017,,
IVAIPORA,PR,5173396.91,5412794.28,5940604.89,7499143.78,7971209.65,8515376.7,10104766.3,18704883.03,22611342.99,29749218.28,29615897.2,28907678.49,27715644.98,2017,,
IVATE,PR,520672.17,578200.8,489439.43,772121.67,896438.97,1235238.8,1485435.87,1924168.55,2141529.2,2468123.95,2638006.96,2859036.63,3591031.76,2017,,
IVATUBA,PR,249434.36,205298.34,273008.38,252527.44,307392.33,401505.76,446889.7,684529.24,880808.82,809024.55,823160.76,985304.11,1026561.73,2017,,
IVINHEMA,MS,3693816.89,2601343.83,2767122.57,4101113.85,4415805.49,5557716.72,7418182.48,15342394.26,16147147.73,17841003.61,20256380.53,22246110.4,26613874.14,2017,,
IVOLANDIA,GO,164850.24,62863.84,79895.27,164764.82,146778.0,177319.95,196661.29,952499.16,2525129.98,2499060.84,1193052.96,1328353.82,1204630.31,2017,,
IVORA,RS,179366.55,144761.18,150004.38,164879.07,175455.09,214456.3,225580.17,387975.8,427789.64,454580.85,500687.91,576618.7,615034.5,2017,,
IVOTI,RS,19958522.35,18986259.52,20074443.43,23463903.43,21435751.67,33838174.86,39835902.69,52928144.58,56973768.77,62335108.1,68130062.18,78767723.43,86254814.37,2017,,
JABOATAO DOS GUARARAPES,PE,395234173.24,377247323.82,525056764.33,678648080.09,750856401.0,574989461.31,600875643.54,687391430.32,842673328.83,876773802.76,720395407.84,722873773.97,816756466.84,2017,,
JABORA,SC,920516.62,993032.37,1278088.19,1551289.75,1495529.26,1608819.68,1851608.98,2680068.62,3633401.64,4688857.75,5405747.5,5920028.11,6835326.64,2017,,
JABORANDI,BA,331381.77,455130.88,1015043.11,1893556.25,1670499.65,1640741.21,2224692.12,5428087.32,5411992.13,5805293.34,8138678.2,4732775.93,4846611.71,2017,,
JABORANDI,SP,679574.39,757698.6,1193730.59,1133771.03,1199806.22,1500412.19,1814568.03,2842098.02,3655264.92,3549546.6,4366835.62,5024818.38,6131947.94,2017,,
JABOTI,PR,244552.68,236032.6,274177.66,394013.39,374682.86,528796.47,569699.74,1143457.61,1211887.67,1424719.22,1432325.35,1697805.91,1608239.19,2017,,
JABOTICABA,RS,207382.08,387013.7,248367.47,212529.14,186482.03,265280.36,345061.66,660221.38,733351.69,904068.23,954381.9,1001433.91,1112335.35,2017,,
JABOTICABAL,SP,58079901.41,62578723.64,72255295.58,71821203.51,66525295.98,92713833.54,117399071.14,129791457.01,144077484.64,165675227.33,173044796.12,195919052.76,210088231.4,2017,,
JABOTICATUBAS,MG,3039130.14,2766449.96,2691531.94,3152886.23,3178622.71,3408069.4,4005667.64,5445958.84,7906943.55,7739924.08,8185771.94,7612538.09,8056467.16,2017,,
JACANA,RN,53218.88,156610.31,216181.21,293294.2,241344.64,230172.6,277035.05,540093.39,788906.87,717412.0,788181.24,825197.6,706672.64,2017,,
JACARACI,BA,231010.55,165148.96,159276.44,165405.64,161803.26,212756.13,217005.53,587946.44,672632.97,982044.71,1024664.06,1120923.39,1684309.56,2017,,
JACARAU,PB,149363.37,156064.67,205251.33,297074.16,314457.99,329297.48,424774.75,972605.98,1068349.63,1242827.08,1397170.36,1621159.44,2250364.25,2017,,
JACARE DOS HOMENS,AL,24429.73,22489.71,31828.68,32026.07,44699.96,55364.17,82243.34,142359.34,191525.52,217374.81,251909.41,256113.84,342576.22,2017,,
JACAREACANGA,PA,106013.32,98448.15,122759.31,172389.46,401455.25,708894.54,813962.74,1696748.67,1752670.81,1355007.99,2249245.3,2966615.26,2566087.54,2017,,
JACAREI,SP,485548742.51,630325214.7,504752636.54,624474757.92,636240357.11,645505331.43,810996886.93,885232729.66,947878168.69,1155404532.78,1037467833.34,959677008.07,988020282.32,2017,,
JACAREZINHO,PR,14670026.98,9632501.65,10832969.18,14535072.27,11665906.06,19131572.85,19734771.77,23225629.64,25352306.48,25612574.88,29488341.81,35283637.42,36138939.92,2017,,
JACI,SP,8918451.17,9358522.69,8758892.06,9724982.76,11075156.5,16596735.96,26476150.26,25291698.25,32021887.98,41999692.89,45587347.24,46349361.48,48131747.41,2017,,
JACIARA,MT,3838326.75,3869448.73,6037434.28,6669652.78,7214052.57,12697553.59,16685384.33,24516844.2,36135040.3,34911414.79,32408394.19,32024142.9,40163665.73,2017,,
JACINTO,MG,240637.56,236709.13,277758.71,318641.41,390366.17,364941.0,464068.47,791205.24,1101740.79,1205192.68,1388963.17,1423649.97,1450505.4,2017,,
JACINTO MACHADO,SC,2842447.02,3075196.9,4343337.1,3381895.23,3288320.82,4202112.3,5386509.01,6846895.16,7957494.49,9008940.72,11232040.15,13529197.56,17398660.26,2017,,
JACOBINA,BA,9786078.6,12687441.7,9054990.83,12493188.27,17838352.48,20869385.43,20276657.62,28618517.52,33101160.18,35332059.12,34276726.57,34798966.97,36449020.66,2017,,
JACOBINA DO PIAUI,PI,39580.13,44485.31,48489.27,58744.99,93008.5,108040.12,151690.57,253216.97,416757.5,562038.6,643672.94,578960.64,741218.6,2017,,
JACUI,MG,388710.14,368735.44,437115.96,579598.14,549543.38,575655.76,885292.26,1386799.38,1375957.14,1753045.78,2167926.87,2647560.26,2673182.62,2017,,
JACUIPE,AL,10272.43,34110.26,45733.24,90498.22,63338.81,41379.0,203326.63,-23598.44,128405.91,123625.62,135725.01,159724.19,220375.4,2017,,
JACUIZINHO,RS,99024.66,74160.45,123141.26,188312.41,246811.35,247437.28,271332.51,403901.4,428077.15,408465.6,408710.23,288388.28,381334.07,2017,,
JACUNDA,PA,3205494.58,2531098.02,3573714.99,3869397.99,3781824.74,4357308.38,4766378.71,7525110.07,8919066.62,10395727.09,10927065.4,10143805.07,11526385.23,2017,,
JACUPIRANGA,SP,3254001.97,3789894.48,4083788.63,5606097.08,6066543.38,7582702.0,8967560.32,12925389.34,13895056.84,16511810.17,15687766.88,15434808.68,17419898.94,2017,,
JACUTINGA,MG,6803614.27,6113478.41,6575803.44,8832160.73,12019328.08,10284080.55,13066024.09,17622463.47,17687600.16,21447186.73,26787014.17,29351471.57,36940007.73,2017,,
JACUTINGA,RS,491432.76,469079.85,542705.74,872809.95,853770.86,919583.03,1052942.78,1645496.66,2155167.6,2400116.78,2866865.26,2607809.48,3267976.14,2017,,
JAGUAPITA,PR,4140994.59,4578017.94,7318709.55,7581017.28,16824926.77,17267237.82,17157887.32,8905033.93,14266802.2,18276640.79,24086341.06,19940652.36,20771062.21,2017,,
JAGUAQUARA,BA,2063849.25,2132725.09,2257110.11,2877308.93,3531811.05,3840631.02,4897781.09,10094671.33,9881088.05,9928652.02,11449551.56,11772782.4,13892315.86,2017,,
JAGUARACU,MG,118213.18,272484.48,736642.59,1088308.38,1082142.64,1303262.76,1127740.09,1718744.59,1808406.74,2476923.25,1411308.77,1428903.87,1481869.99,2017,,
JAGUARAO,RS,43453146.64,69308581.22,70209403.24,57044368.28,76414987.81,82945809.27,82075155.68,83952232.57,94296268.55,107800720.11,115307801.26,109572070.95,100644711.82,2017,,
JAGUARARI,BA,19967538.46,16232976.78,35354175.94,46147161.97,43270624.12,42023561.17,48318584.96,50432014.43,57984492.67,36698115.71,40572302.98,10439338.42,41375940.91,2017,,
JAGUARE,ES,1675999.43,1483474.64,1567761.74,2871662.65,2619059.36,3568390.48,3788106.22,7109430.98,8523328.16,8950706.32,10030060.63,9891744.37,9639039.78,2017,,
JAGUARETAMA,CE,356051.4,454312.72,400122.34,360702.51,373179.84,508933.67,706728.13,1121226.62,1249885.1,1692094.72,2229752.58,2115580.02,2454521.09,2017,,
JAGUARI,RS,1519120.81,1725114.05,2253276.04,2235446.81,2420942.92,2451183.63,2958861.45,4333035.36,5458991.63,5863764.15,5975377.47,6514852.49,10072198.68,2017,,
JAGUARIAIVA,PR,47839659.25,47823924.65,64774005.68,59431290.91,51187779.02,43582923.74,91063861.85,63984785.81,75473726.61,83959728.73,78281515.08,76068258.37,71101450.51,2017,,
JAGUARIBARA,CE,224807.28,226306.61,222855.44,267683.71,303362.49,481723.66,519950.82,1063334.45,1304943.8,1710857.16,1625834.9,1889268.48,2655188.45,2017,,
JAGUARIBE,CE,1890281.19,1764686.24,2616405.17,3077476.63,4343099.84,5697770.02,7621526.57,9476883.7,13308438.68,17474250.1,17559901.57,15993239.4,17456103.56,2017,,
JAGUARIPE,BA,104731.71,127594.39,152920.12,1013745.28,386049.82,494719.68,1307489.52,1144316.62,1206443.27,1018499.16,925818.01,1200061.13,1428500.54,2017,,
JAGUARIUNA,SP,1068631581.96,461825327.3,445265955.31,609525216.46,547348262.82,553026892.73,924592116.65,1095057434.46,1477277101.63,1216752398.32,1164314176.61,1283329213.58,2073530894.37,2017,,
JAGUARUANA,CE,11460493.05,21000561.87,25439405.07,37262848.93,45515587.91,42593960.83,18085509.21,18089752.29,18803873.59,24137237.29,13805069.56,14164916.63,14998315.19,2017,,
JAGUARUNA,SC,1946236.55,1654869.52,1877068.83,2741519.8,3454901.8,4925394.19,5259059.78,7960670.74,9065028.38,11070125.43,14215823.66,15582241.5,18148505.05,2017,,
JAIBA,MG,975033.64,1569835.58,1963474.17,1901076.74,2167209.33,2919460.29,3484358.28,5470628.68,6407027.44,10068525.31,9476689.46,9540440.15,10654315.4,2017,,
JAICOS,PI,196878.59,255614.51,287109.57,430479.27,499682.64,604283.65,640826.08,1041351.69,1460749.8,1910700.47,2301237.86,2263956.78,2193604.22,2017,,
JALES,SP,12164468.54,12844808.97,14776483.5,19802218.25,22354077.61,25484638.87,29926500.43,37703746.04,46710497.84,50613991.06,51623017.96,57119566.67,61776855.23,2017,,
JAMBEIRO,SP,2583731.78,1963719.87,3737405.15,8824767.89,8483404.94,12300965.61,13554755.62,16574035.38,22976221.76,20159505.44,15688072.37,19764756.2,17772361.82,2017,,
JAMPRUCA,MG,61279.06,65961.66,52275.74,88488.78,77485.34,82325.21,106754.34,236615.36,290418.64,334780.06,516940.88,438915.31,652326.08,2017,,
JANAUBA,MG,7557643.92,7492673.86,9577973.34,10810167.55,11677070.27,13641890.83,17984799.22,26445105.45,31124695.11,36331772.29,39864349.07,41964176.07,48376326.98,2017,,
JANDAIA,GO,656495.21,859470.09,1010040.41,1267235.52,827971.07,799137.21,2755880.18,5201484.46,2967042.07,85340624.56,3241543.96,4549231.14,6913599.7,2017,,
JANDAIA DO SUL,PR,9550166.46,10754405.0,13633291.03,15022737.97,15513693.65,17903743.77,25489968.33,37021126.3,42481048.14,46456617.69,45481953.48,53683452.11,65494883.59,2017,,
JANDAIRA,BA,456552.58,250470.9,232266.84,283753.55,336851.55,1138994.85,1387200.59,665264.25,538434.25,1249548.81,860438.12,896492.25,867281.38,2017,,
JANDAIRA,RN,40541.07,49760.93,56649.03,82036.31,289661.76,232329.31,391256.49,391802.15,351316.97,345980.53,422907.74,716282.08,1019242.42,2017,,
JANDIRA,SP,119063600.84,120124725.84,146114870.6,154157762.36,137787878.77,168422639.01,185046116.57,223483246.51,235696544.42,191725948.16,210089351.51,261884461.64,288502056.0,2017,,
JANDUIS,RN,56915.15,43557.36,51919.96,75760.63,332491.29,285135.0,432167.7,725881.6,536709.46,506328.07,549275.4,417275.03,474333.22,2017,,
JANGADA,MT,971173.44,953350.98,1130295.44,2028097.72,1617983.43,1558324.2,1088353.51,1774245.78,2262025.98,4237886.95,4841238.89,4764330.21,17310302.24,2017,,
JANIOPOLIS,PR,271102.72,256583.98,317831.99,407364.3,423446.34,465090.48,476059.29,915474.91,1264127.05,1630802.27,1848821.22,2146637.28,2364766.0,2017,,
JANUARIA,MG,4087003.13,4240286.29,5101785.4,6661498.25,8354244.29,7363867.48,9886245.51,14351016.07,15756766.78,17522457.82,19669916.1,20195663.56,22342341.45,2017,,
JAPARAIBA,MG,184808.65,179959.78,235393.11,336748.06,335993.64,372050.85,445361.04,1071042.05,1085719.86,1416802.33,1171098.32,1286099.29,1498330.72,2017,,
JAPARATINGA,AL,89680.93,116067.21,189307.0,140801.22,408364.0,357847.98,927483.57,1496919.09,1695874.15,1834731.58,2182448.91,1360823.53,2417103.03,2017,,
JAPARATUBA,SE,299978.49,308399.71,592092.53,496002.64,343434.32,487471.25,696962.7,936050.65,1144505.75,1562744.26,1766299.93,1379688.33,2149810.19,2017,,
JAPERI,RJ,2717857.98,4064538.97,3786049.09,5295904.96,6531220.39,7955768.29,16155291.51,22275035.86,32133605.08,29963230.45,34034382.36,36685983.31,46197489.59,2017,,
JAPI,RN,19219.79,25113.99,37065.15,33645.73,38849.43,54251.28,45372.6,137665.29,160050.86,181734.44,207394.84,207257.84,294185.65,2017,,
JAPIRA,PR,152700.42,204102.68,154240.98,244977.54,349961.78,638873.35,1008342.01,878705.93,841423.81,1369837.29,1252682.72,1050370.85,1207962.62,2017,,
JAPOATA,SE,93571.64,144286.65,258489.58,329613.3,261998.81,372951.62,392443.75,756970.08,865630.65,891046.64,932249.33,1044368.86,1643695.74,2017,,
JAPONVAR,MG,113262.85,97049.27,145631.88,104245.35,103140.18,115289.36,118882.85,306512.15,377812.83,454440.65,529647.7,480859.23,508709.85,2017,,
JAPORA,MS,96573.54,114848.22,90689.92,281817.09,190514.0,216346.31,284988.48,459737.26,553190.51,581445.0,845846.84,707184.98,921807.44,2017,,
JAPURA,AM,14612.23,183923.39,222133.2,236146.35,229144.67,342328.76,266756.24,277570.31,213291.66,316600.3,407968.79,377899.65,549030.98,2017,,
JAPURA,PR,1992772.84,1734373.46,1519430.38,1971200.56,2100537.88,2410584.01,3092318.97,5398159.17,6714773.33,7947512.45,8681508.18,9566261.17,11317362.39,2017,,
JAQUEIRA,PE,98415.69,180124.73,116885.43,127395.92,173001.48,239503.88,503782.28,664912.61,655200.42,682688.33,964982.76,767426.12,713562.01,2017,,
JAQUIRANA,RS,543573.34,504359.66,532203.1,724414.88,739959.75,1108275.21,1326895.41,1924775.64,2238795.44,2402057.23,2590524.03,2774418.27,2755087.76,2017,,
JARAGUA,GO,3857929.69,3736523.97,4964574.68,6352924.23,6762729.98,7326294.59,9501760.56,16871792.7,20460428.99,23224111.37,22771513.23,19938904.16,20712657.27,2017,,
JARAGUA DO SUL,SC,364658081.36,375219509.38,497464729.78,598466179.09,523048974.33,578825238.16,618997180.2,655865710.28,913632425.13,1027330309.29,942929096.97,1012179089.52,1082155912.45,2017,,
JARAGUARI,MS,425667.16,497246.37,538876.29,834477.62,858690.14,1366032.51,1686525.76,1595510.23,1813899.48,2093932.36,2377491.6,2582342.07,3329450.44,2017,,
JARAMATAIA,AL,263856.86,296486.47,271626.18,223360.58,245097.36,348253.31,329014.69,434534.0,291376.0,135729.78,173479.79,98242.24,294527.34,2017,,
JARDIM,CE,299362.22,313037.97,383730.63,422434.94,436927.73,595515.86,717440.31,1385717.36,1591755.05,2052399.21,2671796.88,2384152.29,2952994.4,2017,,
JARDIM,MS,3410571.73,3404039.96,3648242.44,5007768.63,5447702.94,6714451.96,8672416.09,10226242.95,12303703.87,14800862.43,19375979.61,20950627.44,23361353.16,2017,,
JARDIM ALEGRE,PR,552354.12,557940.46,558197.81,769004.97,1212370.61,1049722.17,1562706.18,3001188.6,3545248.32,3545493.4,3163223.09,3419071.51,3879012.61,2017,,
JARDIM DE ANGICOS,RN,4570.7,3051.0,12865.67,24140.13,20800.3,21585.69,27266.52,39461.51,68931.75,111084.29,154938.35,172445.61,553959.63,2017,,
JARDIM DE PIRANHAS,RN,342360.39,482439.37,691803.13,801391.91,664800.08,897996.97,1122381.1,1753741.74,2033903.97,2137467.73,2362676.83,2388098.25,2488302.46,2017,,
JARDIM DO MULATO,PI,13507.22,18728.67,15881.75,25380.34,27317.3,54701.91,77461.98,134758.12,149194.54,132984.46,150495.26,186145.41,176401.77,2017,,
JARDIM DO SERIDO,RN,580448.9,612175.36,661590.06,854081.78,776354.9,1068979.23,1549981.04,2294615.65,2637007.76,2897629.63,3244820.41,3358268.95,3741852.19,2017,,
JARDIM OLINDA,PR,93639.21,134097.7,122296.01,236205.81,233418.88,331382.21,378033.43,528377.68,342451.18,441894.79,619578.79,1052389.77,1051216.89,2017,,
JARDINOPOLIS,SC,68134.13,60120.72,62284.41,76178.43,67199.57,82525.97,116931.52,245388.13,341860.71,391431.78,350960.65,480260.05,438009.34,2017,,
JARDINOPOLIS,SP,20581461.02,24140365.9,36467477.25,23499672.14,21201311.21,26364230.42,30648877.39,49607020.86,57332378.09,58856226.17,63314581.47,64993727.36,94735081.04,2017,,
JARI,RS,76275.06,77334.99,122168.82,253647.64,249695.33,333599.03,438030.69,569339.56,596792.54,857332.34,905449.45,820188.61,1558668.86,2017,,
JARINU,SP,21796960.86,26062938.59,20146078.66,22006877.86,25224914.07,28021181.5,30210881.87,43836314.16,50399150.2,64980209.68,67101893.56,71919323.9,82405979.41,2017,,
JARU,RO,13995381.38,14728203.08,16342713.51,12498191.76,12675356.89,13131121.54,16901323.42,34776726.29,37213221.77,34808074.73,35489820.08,45973676.89,44185235.07,2017,,
JATAI,GO,18834476.26,19060027.51,22168084.58,34588229.24,35540004.0,43535841.23,60309677.41,96722167.93,102990618.81,116425166.34,138910066.91,149668454.26,151977791.3,2017,,
JATAIZINHO,PR,1441403.99,2312408.63,3256457.88,3502512.41,3929344.37,5053941.56,5586544.96,7509470.53,7829209.49,10203279.89,13321094.61,13870568.43,14515206.54,2017,,
JATAUBA,PE,90551.79,107142.87,120217.03,134893.67,179211.27,298639.85,401895.6,887821.76,1043508.27,997598.64,1075476.73,1334643.34,1603763.22,2017,,
JATEI,MS,124338.17,126711.95,140084.41,524721.53,697316.14,1118784.19,1958357.51,2158415.8,3310715.99,2540188.66,2472935.49,3148635.11,3264350.9,2017,,
JATI,CE,109048.48,117101.85,114419.77,123513.65,150846.47,221350.07,281989.71,460863.86,472122.05,722891.25,1092468.43,1240124.73,1338424.36,2017,,
JATOBA,MA,3588.44,4142.66,13058.44,33223.16,45307.31,31168.33,24256.93,34716.36,69823.9,35327.07,34806.24,37460.88,57050.39,2017,,
JATOBA,PE,276172.18,518942.34,499663.49,693891.67,945800.7,1508872.99,1806380.87,2740883.99,2991473.26,2834772.62,3163664.54,3613549.48,4441141.75,2017,,
JATOBA DO PIAUI,PI,24359.5,19359.17,18923.78,22104.82,40852.5,68848.37,177674.7,191762.21,326731.37,351515.64,248604.42,241314.66,244643.83,2017,,
JAU,SP,92319518.51,94609798.74,104773229.67,134272384.16,144621802.63,173363646.84,192507773.49,248577386.9,276599941.38,289522130.78,291967417.99,299124195.52,347378082.3,2017,,
JAU DO TOCANTINS,TO,138170.25,161124.94,155301.66,214527.14,162464.66,118976.78,151412.4,290236.18,528543.86,466229.21,396192.17,523341.59,713420.55,2017,,
